,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
1396,Sarakhs,IR,36.5449,61.1577,92.26,14,0,11.5,clear sky
1397,Shengjin,AL,41.8136,19.5939,84.15,55,5,2.28,clear sky
1398,Kandalaksha,RU,67.162,32.4123,59.13,81,100,4.34,overcast clouds
1399,Kabo,CF,7.6994,18.629,72.9,92,99,2.44,light rain
1400,Shaunavon,CA,49.6501,-108.4181,85.8,18,1,5.73,clear sky
1401,Motul,MX,21.1,-89.2833,92.98,42,100,8.14,overcast clouds
1402,Grand-Couronne,FR,49.3556,1.0065,67.5,77,75,6.91,broken clouds
1403,Nautla,MX,20.2167,-96.7833,86.76,65,25,10.51,scattered clouds
1404,Knysna,ZA,-34.0363,23.0471,59.38,46,100,6.02,overcast clouds
1405,Acara,BR,-1.9608,-48.1967,93.07,33,97,4.14,overcast clouds
1406,Kenai,US,60.5544,-151.2583,66.02,75,90,10.36,overcast clouds
1407,Bolivar,US,37.6145,-93.4105,92.82,55,51,6.69,heavy intensity rain
1408,Sikonge,TZ,-5.6333,32.7667,65.46,47,1,10.87,clear sky
1409,Imbituba,BR,-28.24,-48.6703,69.69,63,100,12.26,overcast clouds
1410,Qax,AZ,41.4225,46.9242,74.39,64,1,4.99,clear sky
1411,Huaraz,PE,-9.5333,-77.5333,63.46,42,96,2.46,overcast clouds
1412,Xichang,CN,27.8964,102.2634,64.06,91,98,1.5,overcast clouds
1413,Port Augusta,AU,-32.5,137.7667,50.7,81,0,10.04,clear sky
